"ISSCAAP_Group","Taxonomic_Code","Alpha3_Code","Scientific_Name","English_name","French_name","Spanish_name","Arabic_name","Chinese_name","Russian_name","Author","Family","Order","FishStat_Data"
32,"148002001104","JPA","Physiculus huloti","Brown codling","","Abrotea","","","","Poll 1953","MORIDAE","GADIFORMES","NO"
32,"148002001105","JKO","Physiculus natalensis","","","","","","","Gilchrist 1922","MORIDAE","GADIFORMES","NO"
32,"1480020011XX","PQO","Physiculus spp","","","","","","","","MORIDAE","GADIFORMES","NO"
32,"148002001401","NEC","Pseudophycis bachus","Red codling","Morue rouge","Brotolilla","","","Хока (=треска красная)","(Forster 1801)","MORIDAE","GADIFORMES","YES"
32,"148002001402","PBR","Pseudophycis barbata","Southern bastard codling","","","","","","Günther 1863","MORIDAE","GADIFORMES","YES"
32,"148002001403","PBV","Pseudophycis breviuscula","Northern bastard codling","","","","","","(Richardson 1846)","MORIDAE","GADIFORMES","YES"
32,"148002001701","RYT","Rhynchogadus hepaticus","","","","","","","(Facciolà 1884)","MORIDAE","GADIFORMES","NO"
32,"148002001801","SVL","Svetovidovia lucullus","","","","","","","(Jensen 1953)","MORIDAE","GADIFORMES","NO"
32,"148002001901","TPG","Tripterophycis gilchristi","Grenadier cod","","","","","","Boulenger 1902","MORIDAE","GADIFORMES","YES"
32,"148002002001","LPJ","Lepidion lepidion","Mediterranean codling","Mostelle à plumet","","","","","(Risso 1810)","MORIDAE","GADIFORMES","NO"
32,"148002002002","LPS","Lepidion eques","North Atlantic codling","","","","","","(Günther 1887)","MORIDAE","GADIFORMES","YES"
32,"148002002003","LPH","Lepidion guentheri","","","","","","","(Giglioli 1880)","MORIDAE","GADIFORMES","NO"
32,"148002002004","LPE","Lepidion ensiferus","Patagonian codling","Moro subantarctique","","","","","(Günther 1887)","MORIDAE","GADIFORMES","NO"
32,"148002002005","LMF","Lepidion microcephalus","Small-headed cod","","","","","","Cowper 1956","MORIDAE","GADIFORMES","NO"
32,"1480020020XX","LEV","Lepidion spp","Lepidion codlings nei","","","","","","","MORIDAE","GADIFORMES","YES"
32,"148002003001","ANT","Antimora rostrata","Blue antimora","Antimora bleu","Mollera azul","","","Антимора (=хек голубой)","(Günther 1878)","MORIDAE","GADIFORMES","YES"
32,"148002004001","SAO","Salilota australis","Tadpole codling","More têtard","Bacalao criollo","","","Салилота","(Günther 1878)","MORIDAE","GADIFORMES","YES"
32,"148002005001","IOW","Guttigadus latifrons","","","","","","","(Holt & Byrne 1908)","MORIDAE","GADIFORMES","NO"
32,"1480020XXXXX","MOR","Moridae","Moras nei","Mores nca","Moras nep","","","Моровые","","MORIDAE","GADIFORMES","YES"
32,"148003001801","UNC","Bregmaceros mcclellandi","Unicorn cod","Bregmacère de l'océan Indien","Bregmacero","أبو قرن للمحيط الهندي","麦氏犀鳕","","Thompson 1840","BREGMACEROTIDAE","GADIFORMES","YES"
32,"148003001802","BMA","Bregmaceros atlanticus","Antenna codlet","","","","","","Goode & Bean 1886","BREGMACEROTIDAE","GADIFORMES","NO"
32,"148003001803","BVQ","Bregmaceros nectabanus","Smallscale codlet","","","","","","Whitley 1941","BREGMACEROTIDAE","GADIFORMES","NO"
32,"148003001804","UGS","Bregmaceros rarisquamosus","Big-eye unicorn-cod","","","","","","Munro 1950","BREGMACEROTIDAE","GADIFORMES","NO"
32,"1480030018XX","VKX","Bregmaceros spp","","","","","","","","BREGMACEROTIDAE","GADIFORMES","NO"
32,"148004000101","USK","Brosme brosme","Tusk(=Cusk)","Brosme","Brosmio","بروسمة","单鳍鳕","Менек (=морской налим)","(Ascanius 1772)","GADIDAE","GADIFORMES","YES"
32,"148004000202","COD","Gadus morhua","Atlantic cod","Morue de l'Atlantique","Bacalao del Atlántico","","大西洋鳕","Треска атлантическая","Linnaeus 1758","GADIDAE","GADIFORMES","YES"
32,"148004000211","PCO","Gadus macrocephalus","Pacific cod","Morue du Pacifique","Bacalao del Pacífico","","","Треска тихоокеанская","Tilesius 1810","GADIDAE","GADIFORMES","YES"
32,"148004000212","GRC","Gadus ogac","Greenland cod","Morue ogac","Bacalao de Groenlandia","","","","Richardson 1836","GADIDAE","GADIFORMES","YES"
32,"148004000213","ALK","Gadus chalcogrammus","Alaska pollock(=Walleye poll.)","Lieu de l'Alaska","Colín de Alaska","قدّيّة ألاسكا","狭鳕","Минтай","(Pallas 1814)","GADIDAE","GADIFORMES","YES"
32,"1480040002XX","CDZ","Gadus spp","Northern cods nei","Morues du Nord nca","Bacalaos del Norte nep","","","","","GADIDAE","GADIFORMES","YES"
32,"148004000601","GFB","Phycis blennoides","Greater forkbeard","Phycis de fond","Brótola de fango","","","Налим нитеперый большеглазый","(Brünnich 1768)","GADIDAE","GADIFORMES","YES"
32,"148004000602","FOR","Phycis phycis","Forkbeard","Phycis de roche","Brótola de roca","","","","(Linnaeus 1766)","GADIDAE","GADIFORMES","YES"
32,"148004000604","GPE","Phycis chesteri","Longfin hake","Merluche à longues nagerois","","","","Налим длинноперый","Goode & Bean 1879","GADIDAE","GADIFORMES","YES"
32,"1480040006XX","FOX","Phycis spp","Forkbeards nei","Phycis nca","Brótolas nep","","","Налимы нитеперые","","GADIDAE","GADIFORMES","YES"
32,"148004000801","HKU","Urophycis brasiliensis","Brazilian codling","Phycis brésilien","Brótola brasileña","","","Налим нитеперый бразильский","(Kaup 1858)","GADIDAE","GADIFORMES","YES"
32,"148004000802","HKR","Urophycis chuss","Red hake","Merluche écureuil","Locha roja","","","Налим нитеперый красный","(Walbaum 1792)","GADIDAE","GADIFORMES","YES"
32,"148004000803","HKW","Urophycis tenuis","White hake","Merluche blanche","Locha blanca","","","Налим нитеперый белый","(Mitchill 1814)","GADIDAE","GADIFORMES","YES"
32,"148004000804","URE","Urophycis earllii","Carolina hake","","","","","","(Bean 1880)","GADIDAE","GADIFORMES","NO"
32,"148004000805","URF","Urophycis floridana","Southern codling","Phycis de Floride","Locha de Florida","فِيزِيس جنوبي أو فيزيس فلوريدا","佛罗里达鳍鳕","","(Bean & Dresel 1884)","GADIDAE","GADIFORMES","NO"
32,"148004000806","URG","Urophycis regia","Spotted codling","Phycis tacheté","Locha regia","فيزيس مُبَقَّع","斑鳍长鳍鳕","","(Walbaum 1792)","GADIDAE","GADIFORMES","NO"
32,"148004000807","URI","Urophycis cirrata","Gulf hake","Phycis du Golfe","","","","","(Goode & Bean 1896)","GADIDAE","GADIFORMES","NO"
32,"1480040008XX","URZ","Urophycis spp","Urophycis nei","Urophycis nca","Brótolas blancas nep","","","","","GADIDAE","GADIFORMES","NO"
32,"148004001001","HAD","Melanogrammus aeglefinus","Haddock","Églefin","Eglefino","","黑线鳕","Пикша","(Linnaeus 1758)","GADIDAE","GADIFORMES","YES"
32,"148004001101","RCR","Raniceps raninus","Tadpole fish","Trident","","","","","(Linnaeus 1758)","GADIDAE","GADIFORMES","YES"
32,"148004001201","COW","Eleginus nawaga","Navaga(=Wachna cod)","Morue arctique","Bacalao navaga","قُدّ قطبيّ، بكالاه قطبيّ ، غادس قطبيّ","宽突鳕","Навага северная","(Pallas 1811)","GADIDAE","GADIFORMES","YES"
32,"148004001202","SAF","Eleginus gracilis","Saffron cod","Morne boréale","Bacalao del Artico","","","Вахня (дальневосточная навага)","(Tilesius 1810)","GADIDAE","GADIFORMES","YES"
32,"148004001301","MGX","Microgadus proximus","Pacific tomcod","Poulamon du Pacifique","","","","","(Girard 1854)","GADIDAE","GADIFORMES","YES"
32,"148004001302","TOM","Microgadus tomcod","Atlantic tomcod","Poulamon atlantique","Microgado","","","","(Walbaum 1792)","GADIDAE","GADIFORMES","YES"
32,"148004001501","POK","Pollachius virens","Saithe(=Pollock)","Lieu noir","Carbonero(=Colín)","قدّيّة سوداء","青鳕","Сайда","(Linnaeus 1758)","GADIDAE","GADIFORMES","YES"
32,"148004001502","POL","Pollachius pollachius","Pollack","Lieu jaune","Abadejo","","","","(Linnaeus 1758)","GADIDAE","GADIFORMES","YES"
32,"148004001602","TEF","Theragra finnmarchica","Norwegian pollock","Lieu de Norvège","Colín de Noruega","قدِّيَّة النرويج","挪威狭鳕","","Koefoed 1956","GADIDAE","GADIFORMES","NO"
32,"148004001901","POC","Boreogadus saida","Polar cod","Morue polaire","Bacalao polar","","","Сайка (=полярная тресочка)","(Lepechin 1774)","GADIDAE","GADIFORMES","YES"
32,"148004002201","ATG","Arctogadus glacialis","Artic cod","","","","","","(Peters 1872)","GADIDAE","GADIFORMES","NO"
32,"148004002202","ATV","Arctogadus borisovi","East Siberian cod","","","","","","Drjagin 1932","GADIDAE","GADIFORMES","NO"
32,"148004002507","GDG","Gadiculus argenteus","Silvery pout","Merlan argenté","Faneca plateada","غُبَر فِضِّي","银大眼鳕","","Guichenot 1850","GADIDAE","GADIFORMES","YES"
32,"148004002901","LCM","Ciliata mustela","Fivebeard rockling","Motelle à cinq barbillons","","","","","(Linnaeus 1758)","GADIDAE","GADIFORMES","YES"
32,"148004002902","GCS","Ciliata septentrionalis","Northern rockling","Motelle nordique","","","","","(Collett 1875)","GADIDAE","GADIFORMES","NO"
32,"1480040029XX","GCQ","Ciliata spp","","","","","","","","GADIDAE","GADIFORMES","NO"
32,"148004003201","NOP","Trisopterus esmarkii","Norway pout","Tacaud norvégien","Faneca noruega","","","Тресочка Эсмарка","(Nilsson 1855)","GADIDAE","GADIFORMES","YES"
32,"148004003202","POD","Trisopterus minutus","Poor cod","Capelan de Méditerranée","Capellán","","","","(Linnaeus 1758)","GADIDAE","GADIFORMES","YES"
32,"148004003203","BIB","Trisopterus luscus","Pouting(=Bib)","Tacaud commun","Faneca","تاكود شائع","条长臂鳕","","(Linnaeus 1758)","GADIDAE","GADIFORMES","YES"
32,"1480040032XX","XOD","Trisopterus spp","Trisopterus nei","Tacauds nca","Fanecas nep","","","","","GADIDAE","GADIFORMES","YES"
32,"148004003301","WHB","Micromesistius poutassou","Blue whiting(=Poutassou)","Merlan bleu","Bacaladilla","غُبَر أزرق","小鳍鳕","Путассу северная","(Risso 1827)","GADIDAE","GADIFORMES","YES"
32,"148004003302","POS","Micromesistius australis","Southern blue whiting","Merlan bleu austral","Polaca austral","","","Путассу южная","Norman 1937","GADIDAE","GADIFORMES","YES"
32,"148004003401","WHG","Merlangius merlangus","Whiting","Merlan","Plegonero","","","Мерланг","(Linnaeus 1758)","GADIDAE","GADIFORMES","YES"
32,"148004004101","ENC","Enchelyopus cimbrius","Fourbeard rockling","Motelle à quatre barbillons","","","","","(Linnaeus 1766)","GADIDAE","GADIFORMES","YES"
32,"148005000201","LYB","Lyconus brachycolus","","","","","","","Holt & Byrne 1906","MERLUCCIIDAE","GADIFORMES","NO"
32,"148005000202","KXP","Lyconus pinnatus","","","","","","","Günther 1887","MERLUCCIIDAE","GADIFORMES","NO"
32,"148005000301","LYG","Lyconodes argenteus","","","","","","","Gilchrist 1922","MERLUCCIIDAE","GADIFORMES","NO"
32,"148005000401","HKE","Merluccius merluccius","European hake","Merlu européen","Merluza europea","","","Мерлуза восточноатлантическая","(Linnaeus 1758)","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000402","HKM","Merluccius senegalensis","Senegalese hake","Merlu du Sénégal","Merluza del Senegal","","","Мерлуза синегальская","Cadenat 1950","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000403","HKN","Merluccius australis","Southern hake","Merlu austral","Merluza austral","","","Мерлуза новозеландская","(Hutton 1872)","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000404","HKS","Merluccius bilinearis","Silver hake","Merlu argenté","Merluza norteamericana","","","Хек серебристый (=мерлуза серебристая)","(Mitchill 1814)","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000405","PHA","Merluccius gayi","South Pacific hake","Merlu du Pacifique sud","Merluza del Pacífico sur","","","Мерлуза чилийско-перуанская","(Guichenot 1848)","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000406","HKP","Merluccius hubbsi","Argentine hake","Merlu d'Argentine","Merluza argentina","","","Мерлуза аргентинская","Marini 1933","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000407","NHA","Merluccius productus","North Pacific hake","Merlu du Pacifique nord","Merluza del Pacífico norte","","","Мерлуза орегонская","(Ayres 1855)","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000408","HKB","Merluccius polli","Benguela hake","Merlu d'Afrique tropicale","Merluza de Benguela","","","Мерлуза бенгальская","Cadenat 1950","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000410","HKO","Merluccius paradoxus","Deep-water Cape hake","Merlu du large du Cap","Merluza de altura del Cabo","","","","Franca 1960","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000412","HOF","Merluccius albidus","Offshore silver hake","Merlu argenté du large","Merluza blanca de altura","","","","(Mitchill 1818)","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000414","MRG","Merluccius angustimanus","Panama hake","Merlu du Panama","Merluza panameña","رنكة مقدّدة بانامِية","巴拿马无须鳕","","Garman 1899","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000419","HKK","Merluccius capensis","Shallow-water Cape hake","Merlu côtier du Cap","Merluza del Cabo","","","","Castelnau 1861","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000420","HVP","Merluccius patagonicus","Patagonian hake","Merlu de Patagonie","Merluza patagónica","","","","Lloris y Matallanas 2003","MERLUCCIIDAE","GADIFORMES","NO"
32,"1480050004XX","HKX","Merluccius spp","Hakes nei","Merlus nca","Merluzas nep","","","Мерлузы","","MERLUCCIIDAE","GADIFORMES","YES"
32,"1480050004XX034","HKC","Merluccius capensis, M.paradoxus","Cape hakes","Merlus du Cap","Merluzas del Cabo","","","Мерлуза капская и намибийская","","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005000501","SIG","Steindachneria argentea","Luminous hake","Merlu lumineux","Merluza luminosa","رنكة مقدّدة ساطِعة","发光无须鳕","","Goode & Bean 1896","MERLUCCIIDAE","GADIFORMES","NO"
32,"148005001701","GRM","Macruronus magellanicus","Patagonian grenadier","Grenadier de Patagonie","Merluza de cola","","","Макруронус американский","Lönnberg 1907","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005001702","GRN","Macruronus novaezelandiae","Blue grenadier","Grenadier bleu","Cola de rata azul","","","Макруронус новозеландский","(Hector 1871)","MERLUCCIIDAE","GADIFORMES","YES"
32,"148005001703","MRC","Macruronus capensis","Cape grenadier","Grenadier du Cap","Granadero del Cabo","رُمَّانية الكاب","南非尖尾无须鳕","","Davies 1950","MERLUCCIIDAE","GADIFORMES","NO"
32,"1480050XXXXX","HKZ","Merlucciidae","Merluccid hakes nei","Merlus, grenadiers nca","Merlucidos nep","","","","","MERLUCCIIDAE","GADIFORMES","YES"
32,"148006000103","RHG","Macrourus berglax","Roughhead grenadier","Grenadier berglax","Granadero berglax","رمّانيّة قويّة الرأس","北大西洋长尾鳕","Макрурус северный","Lacépède 1801","MACROURIDAE","GADIFORMES","YES"
32,"148006000104","WGR","Macrourus whitsoni","Whitson's grenadier","","","","","Макрурус Уитсона","(Regan 1913)","MACROURIDAE","GADIFORMES","YES"
32,"148006000105","MCC","Macrourus carinatus","Ridge scaled rattail","","","","","","(Günther 1878)","MACROURIDAE","GADIFORMES","YES"
32,"148006000106","MCH","Macrourus holotrachys","Bigeye grenadier","Grenadier à gros yeux","Granadero ojisapo","رُمّانية كبيرة العينين","大眼长尾鳕","Макрурус южноатлантический","Günther 1878","MACROURIDAE","GADIFORMES","YES"
32,"148006000107","QMC","Macrourus caml","Caml grenadier","","","","","","McMillan, Iwamoto, Stewart & Smith 2012","MACROURIDAE","GADIFORMES","YES"
32,"1480060001XX","GRV","Macrourus spp","Grenadiers nei","Grenadiers nca","Granaderos nep","","","Макрурусы","","MACROURIDAE","GADIFORMES","YES"
32,"148006000201","MRI","Macrouroides inflaticeps","","","","","","","Smith & Radcliffe 1912","MACROURIDAE","GADIFORMES","NO"
32,"148006000301","HYS","Hymenocephalus italicus","Glasshead grenadier","","","","","","Giglioli 1884","MACROURIDAE","GADIFORMES","YES"
32,"148006000401","RNG","Coryphaenoides rupestris","Roundnose grenadier","Grenadier de roche","Granadero de roca","","","Макрурус тупорылый","Gunnerus 1765","MACROURIDAE","GADIFORMES","YES"
32,"148006000402","CNK","Coryphaenoides guentheri","Günther's grenadier","Grenadier de Günther","","","","","(Vaillant 1888)","MACROURIDAE","GADIFORMES","NO"
32,"148006000403","CPJ","Coryphaenoides macrolophus","","","","","","","(Alcock 1889)","MACROURIDAE","GADIFORMES","NO"
32,"148006000404","MRT","Coryphaenoides thelestomus","","","","","","","Maul 1951","MACROURIDAE","GADIFORMES","NO"
32,"148006000408","CKE","Coryphaenoides acrolepis","Pacific grenadier","","","","","","(Bean 1884)","MACROURIDAE","GADIFORMES","YES"
32,"148006000409","CKN","Coryphaenoides anguliceps","Loosescale grenadier","","","","","","(Garman 1899)","MACROURIDAE","GADIFORMES","NO"
32,"148006000410","CKK","Coryphaenoides ariommus","Humboldt grenadier","","","","","","Gilbert & Thompson 1916","MACROURIDAE","GADIFORMES","NO"
32,"148006000411","CKH","Coryphaenoides armatus","Abyssal grenadier","Grenadier abyssal","","","","","(Hector 1875)","MACROURIDAE","GADIFORMES","NO"
32,"148006000412","CKF","Coryphaenoides carminifer","Carmine grenadier","","","","","","(Garman 1899)","MACROURIDAE","GADIFORMES","NO"
32,"148006000413","CKJ","Coryphaenoides cinereus","Popeye grenadier","","","","","","(Gilbert 1896)","MACROURIDAE","GADIFORMES","NO"
32,"148006000414","CDR","Coryphaenoides delsolari","Trident grenadier","","","","","","Chirichigno F. & Iwamoto 1977","MACROURIDAE","GADIFORMES","NO"
32,"148006000415","CLY","Coryphaenoides longifilis","Longfin grenadier","","","","","","Günther 1877","MACROURIDAE","GADIFORMES","NO"
32,"148006000416","CKG","Coryphaenoides marginatus","Amami grenadier","","","","","","Steindachner & Döderlein 1887","MACROURIDAE","GADIFORMES","NO"
32,"148006000417","CPX","Coryphaenoides mexicanus","Mexican grenadier","","","","","","(Parr 1946)","MACROURIDAE","GADIFORMES","NO"
32,"148006000418","MCM","Coryphaenoides murrayi","Abyssal rattail","","","","","","Günther 1878","MACROURIDAE","GADIFORMES","NO"
32,"148006000419","MHN","Coryphaenoides nasutus","Largenose grenadier","","","","","","Günther 1877","MACROURIDAE","GADIFORMES","NO"
32,"148006000420","MCR","Coryphaenoides serrulatus","Serrulate whiptail","","","","","","Günther 1878","MACROURIDAE","GADIFORMES","NO"
32,"148006000421","MCS","Coryphaenoides subserrulatus","Longrayed whiptail","","","","","","Makushok 1976","MACROURIDAE","GADIFORMES","YES"
32,"148006000422","MRZ","Coryphaenoides zaniophorus","Thickbeard grenadier","","","","","","(Vaillant 1888)","MACROURIDAE","GADIFORMES","NO"
32,"148006000423","CZF","Coryphaenoides ferrieri","","","","","","","(Regan 1913)","MACROURIDAE","GADIFORMES","NO"
32,"148006000424","CZL","Coryphaenoides lecointei","","","","","","","(Dollo 1900)","MACROURIDAE","GADIFORMES","NO"
32,"1480060004XX","CVY","Coryphaenoides spp","Grenadiers, whiptails nei","","","","","","","MACROURIDAE","GADIFORMES","YES"
32,"148006000501","CQA","Coelorinchus acanthiger","Surgeon grenadier","","","","","","Barnard 1925","MACROURIDAE","GADIFORMES","NO"
32,"148006000502","CQC","Coelorinchus aconcagua","Aconcagua grenadier","","","","","","Iwamoto 1978","MACROURIDAE","GADIFORMES","NO"
32,"148006000503","CQN","Coelorinchus anatirostris","Duckbill grenadier","","","","","","Jordan & Gilbert 1904","MACROURIDAE","GADIFORMES","NO"
32,"148006000504","CQR","Coelorinchus argentatus","Silver whiptail","","","","","","Smith & Radcliffe 1912","MACROURIDAE","GADIFORMES","NO"
32,"148006000505","CQG","Coelorinchus argus","Eyespot grenadier","","","","","","Weber 1913","MACROURIDAE","GADIFORMES","NO"
32,"148006000506","CQS","Coelorinchus aspercephalus","Rough-head whiptail","","","","","","Waite 1911","MACROURIDAE","GADIFORMES","NO"
32,"148006000507","CQU","Coelorinchus australis","Javelin","","","","","","(Richardson 1839)","MACROURIDAE","GADIFORMES","NO"
32,"148006000508","CQB","Coelorinchus biclinozonalis","Two-barred whiptail","","","","","","Arai & Mcmillan 1982","MACROURIDAE","GADIFORMES","NO"
32,"148006000509","CQE","Coelorinchus braueri","Shovelnose grenadier","","","","","","Barnard 1925","MACROURIDAE","GADIFORMES","NO"
32,"148006000510","CQH","Coelorinchus canus","Clearsnout grenadier","Grenadier can","Granadero cano","","","","(Garman 1899)","MACROURIDAE","GADIFORMES","NO"
32,"148006000511","CQI","Coelorinchus caribbaeus","Blackfin grenadier","","Granadero caribeño","","","","(Goode & Bean 1885)","MACROURIDAE","GADIFORMES","NO"
32,"148006000512","CQO","Coelorinchus chilensis","Chilean grenadier","","Pejerrata","","","","Gilbert & Thompson 1916","MACROURIDAE","GADIFORMES","YES"
32,"148006000513","CQL","Coelorinchus caelorhincus","Hollowsnout grenadier","Grenadier raton","Granadero tristón","","","","(Risso 1810)","MACROURIDAE","GADIFORMES","NO"
32,"148006000514","CQD","Coelorinchus denticulatus","Filesnout grenadier","","","","","","Regan 1921","MACROURIDAE","GADIFORMES","NO"
32,"148006000515","CQF","Coelorinchus fasciatus","Banded whiptail","","","","","","(Günther 1878)","MACROURIDAE","GADIFORMES","YES"
32,"148006000516","CQM","Coelorinchus formosanus","Formosa grenadier","","","","","","Okamura 1963","MACROURIDAE","GADIFORMES","NO"
32,"148006000517","CQX","Coelorinchus hexafasciatus","Six-band grenadier","","","","","","Okamura 1982","MACROURIDAE","GADIFORMES","NO"
32,"148006000518","CQT","Coelorinchus innotabilis","Notable whiptail","","","","","","McCulloch 1907","MACROURIDAE","GADIFORMES","NO"
32,"148006000519","CQJ","Coelorinchus japonicus","Japanese grenadier","","","","","","(Temminck & Schlegel 1846)","MACROURIDAE","GADIFORMES","NO"
32,"148006000520","MCK","Coelorinchus kaiyomaru","Campbell whiptail","","","","","","Arai & Iwamoto 1979","MACROURIDAE","GADIFORMES","NO"
32,"148006000521","CQK","Coelorinchus kamoharai","Kamohara grenadier","","","","","","Matsubara 1943","MACROURIDAE","GADIFORMES","NO"
32,"148006000522","CQQ","Coelorinchus karrerae","Karrer's whiptail","","","","","","Trunov 1984","MACROURIDAE","GADIFORMES","NO"
32,"148006000523","MCE","Coelorinchus kermadecus","Kermadec rattail","","","","","","Jordan & Gilbert 1904","MACROURIDAE","GADIFORMES","NO"
32,"148006000524","CQY","Coelorinchus kishinouyei","Mugura grenadier","","","","","","Jordan & Snyder 1900","MACROURIDAE","GADIFORMES","NO"
32,"148006000525","CQV","Coelorinchus labiatus","Spearsnouted grenadier","","","","","","(Koehler 1896)","MACROURIDAE","GADIFORMES","NO"
32,"148006000526","CQP","Coelorinchus longicephalus","Longhead grenadier","","","","","","Okamura 1982","MACROURIDAE","GADIFORMES","NO"
32,"148006000527","CQW","Coelorinchus macrochir","Longarm grenadier","","","","","","(Günther 1877)","MACROURIDAE","GADIFORMES","NO"
32,"148006000528","CEH","Coelorinchus marinii","Marini's grenadier","","","","","","Hubbs 1934","MACROURIDAE","GADIFORMES","NO"
32,"148006000529","MCT","Coelorinchus matamua","Mahia whiptail","","","","","","(McCann & McKnight 1980)","MACROURIDAE","GADIFORMES","NO"
32,"148006000530","CKU","Coelorinchus multispinulosus","Spearnose grenadier","","","","","","Katayama 1942","MACROURIDAE","GADIFORMES","NO"
32,"148006000531","CKO","Coelorinchus occa","Swordsnout grenadier","","","","","","(Goode & Bean 1885)","MACROURIDAE","GADIFORMES","NO"
32,"148006000532","CKV","Coelorinchus oliverianus","Hawknose grenadier","","","","","","Phillipps 1927","MACROURIDAE","GADIFORMES","NO"
32,"148006000533","CKR","Coelorinchus parallelus","Spiny grenadier","","","","","","(Günther 1877)","MACROURIDAE","GADIFORMES","NO"
32,"148006000534","CKD","Coelorinchus productus","Unicorn grenadier","","","","","","Gilbert & Hubbs 1916","MACROURIDAE","GADIFORMES","NO"
32,"148006000535","CKS","Coelorinchus scaphopsis","Shoulderspot grenadier","Grenadier spatule","Granadero carepala","","","","(Gilbert 1890)","MACROURIDAE","GADIFORMES","NO"
32,"148006000536","CKX","Coelorinchus ventrilux","Firebelly grenadier","","","","","","Marshall & Iwamoto 1973","MACROURIDAE","GADIFORMES","NO"
32,"148006000537","QCL","Coelorinchus geronimo","","","","","","","Marshall & Iwamoto 1973","MACROURIDAE","GADIFORMES","NO"
32,"148006000538","QDS","Coelorinchus trunovi","","","","","","","Iwamoto & Anderson 1994","MACROURIDAE","GADIFORMES","NO"
32,"1480060005XX","CWX","Coelorinchus spp","","","","","","","","MACROURIDAE","GADIFORMES","NO"
32,"148006000601","AIP","Albatrossia pectoralis","Giant grenadier","","","","","","(Gilbert 1892)","MACROURIDAE","GADIFORMES","YES"
32,"148006000701","AFG","Asthenomacrurus fragilis","Fragile grenadier","","","","","","(Garman 1899)","MACROURIDAE","GADIFORMES","NO"
32,"148006000801","TYH","Trachyrincus helolepis","Armourhead grenadier","","","","","","Gilbert 1892","MACROURIDAE","GADIFORMES","NO"
32,"148006000802","TSU","Trachyrincus scabrus","Roughsnout grenadier","","","","","Жесткокрыл","(Rafinesque 1810)","MACROURIDAE","GADIFORMES","YES"
32,"148006000803","TWF","Trachyrincus murrayi","Roughnose grenadier","","","","","","Günther 1887","MACROURIDAE","GADIFORMES","NO"
32,"148006000901","BGO","Bathygadus macrops","Bullseye grenadier","","","","","","Goode & Bean 1885","MACROURIDAE","GADIFORMES","NO"
32,"148006000902","BGN","Bathygadus melanobranchus","Vaillant's grenadier","","","","","","Vaillant 1888","MACROURIDAE","GADIFORMES","NO"
32,"148006000903","BFZ","Bathygadus favosus","","","","","","","Goode & Bean 1886","MACROURIDAE","GADIFORMES","NO"
32,"148006001001","SUQ","Squalogadus modificatus","","","","","","","Gilbert & Hubbs 1916","MACROURIDAE","GADIFORMES","NO"
32,"148006001101","CKC","Cetonurus crassiceps","Globosehead rattail","","","","","","(Günther 1878)","MACROURIDAE","GADIFORMES","NO"
32,"148006001102","CKP","Cetonurus globiceps","","","","","","","(Vaillant 1888)","MACROURIDAE","GADIFORMES","NO"
32,"148006001401","MNI","Cynomacrurus piriei","Dogtooth grenadier","Grenadier denté","Granadero dentón","","","","Dollo 1909","MACROURIDAE","GADIFORMES","YES"
32,"148006001501","ODU","Odontomacrurus murrayi","Roundhead grenadier","","","","","","Norman 1939","MACROURIDAE","GADIFORMES","NO"
32,"148006001901","TNS","Trachonurus sulcatus","Bristly grenadier","","","","","","(Goode & Bean 1885)","MACROURIDAE","GADIFORMES","NO"
32,"148006002001","SGG","Sphagemacrurus grenadae","","","","","","","(Parr 1946)","MACROURIDAE","GADIFORMES","NO"
32,"148006002101","NZB","Nezumia bairdii","Marlin-spike grenadier","Grenadier de Baird","Granadero narizón","رُمّانية بَايرْد","巴特奈氏鳕","","(Goode & Bean 1877)","MACROURIDAE","GADIFORMES","NO"
32,"148006002102","NZA","Nezumia aequalis","Common Atlantic grenadier","Grenadier lisse","Granadero liso","رُمّانية أطلسية شائعة","大西洋奈氏鳕","","(Günther 1878)","MACROURIDAE","GADIFORMES","YES"
32,"148006002105","NZC","Nezumia condylura","","","","","","","Jordan & Gilbert 1904","MACROURIDAE","GADIFORMES","NO"
32,"148006002106","NZO","Nezumia convergens","Peruvian grenadier","","","","","","(Garman 1899)","MACROURIDAE","GADIFORMES","NO"
32,"148006002107","NZD","Nezumia duodecim","Twelve-rayed grenadier","","","","","","Iwamoto 1970","MACROURIDAE","GADIFORMES","NO"
32,"148006002108","NZL","Nezumia latirostrata","Broadsnout grenadier","","","","","","(Garman 1899)","MACROURIDAE","GADIFORMES","NO"
